subject_id,property_id,object_id,reference_uri,reference_supporting_text,reference_date,property_label,property_description,property_uri
ENSEMBL:ENSMMUG00000001820,RO:HOM0000020,FlyBase:FBgn0024941,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-020129-1,RO:HOM0000017,PomBase:SPAC6F6.01,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ClinVarVariant:584206,GENO:0000840,MONDO:0010679,"https://www.ncbi.nlm.nih.gov/pubmed/21969337,27206868,21515508,12111668",This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
dictyBase:DDB_G0287161,RO:HOM0000017,MGI:1313258,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ClinVarVariant:661740,GENO:0000840,MONDO:0010679,"https://www.ncbi.nlm.nih.gov/pubmed/18752307,24099565,15655674,21896784,21520333",This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
MGI:1313258,RO:0002200,MP:0003957,https://www.ncbi.nlm.nih.gov/pubmed/20190759,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ClinVarVariant:239601,GENO:0000840,MONDO:0010679,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
WormBase:WBGene00000542,RO:HOM0000017,ZFIN:ZDB-GENE-050522-279,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSFCAG00000018879,RO:HOM0000020,ENSEMBL:ENSCAFG00000005335,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSOANG00000037104,RO:HOM0000020,Xenbase:XB-GENE-1013041,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:497172,GENO:0000840,MONDO:0010679,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
ENSEMBL:ENSPTRG00000033774,RO:HOM0000017,Xenbase:XB-GENE-922336,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSMODG00000014765,RO:HOM0000020,MGI:105084,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSSSCG00000011199,RO:HOM0000020,ENSEMBL:ENSMODG00000014750,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
FlyBase:FBgn0003301,RO:HOM0000017,WormBase:WBGene00000070,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSPTRG00000020240,RO:HOM0000020,HGNC:13740,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSBTAG00000010230,RO:HOM0000017,ENSEMBL:ENSOANG00000047590,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:2385803,RO:HOM0000020,ENSEMBL:ENSOANG00000043468,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSMODG00000014470,RO:HOM0000020,RGD:1563703,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-070705-456,RO:HOM0000017,HGNC:16859,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ClinVarVariant:94849,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
ENSEMBL:ENSECAG00000018131,RO:HOM0000020,ENSEMBL:ENSFCAG00000026654,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
FlyBase:FBgn0015360,RO:HOM0000017,ENSEMBL:ENSOANG00000009533,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSSSCG00000035045,RO:HOM0000020,RGD:1566072,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
WormBase:WBGene00000419,RO:0002200,WBPhenotype:0000241,http://www.wormbase.org/resources/paper/WBPaper00032272,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSCAFG00000013830,RO:HOM0000017,WormBase:WBGene00000542,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSBTAG00000000512,RO:HOM0000020,ENSEMBL:ENSECAG00000020715,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-070911-2,RO:HOM0000017,RGD:621151,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ClinVarVariant:94469,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
ENSEMBL:ENSBTAG00000010026,RO:HOM0000020,FlyBase:FBgn0001991,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSACAG00000009289,RO:HOM0000020,ZFIN:ZDB-GENE-040704-13,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:13740,RO:0002434,HGNC:13741,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:1856328,GENO:0000408,MGI:94909,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,is_allele_of,NA,http://purl.obolibrary.org/obo/GENO_0000408
Xenbase:XB-GENE-994502,RO:HOM0000020,ENSEMBL:ENSSSCG00000012492,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
Xenbase:XB-GENE-876948,RO:HOM0000017,PomBase:SPAC6F6.01,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSGALG00000005031,RO:HOM0000017,WormBase:WBGene00001131,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ClinVarVariant:217194,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
ENSEMBL:ENSOANG00000047590,RO:HOM0000020,ENSEMBL:ENSCAFG00000013830,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
WormBase:WBGene00000070,RO:HOM0000017,ENSEMBL:ENSECAG00000025044,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ZFIN:ZDB-GENE-010426-1,RO:0002200,ZP:0000671,https://www.ncbi.nlm.nih.gov/pubmed/22159874,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ClinVarVariant:285195,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
FlyBase:FBgn0001991,RO:HOM0000017,ENSEMBL:ENSOANG00000051243,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
FlyBase:FBgn0015926,RO:HOM0000017,ENSEMBL:ENSECAG00000018955,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSBTAG00000023529,RO:HOM0000020,ZFIN:ZDB-GENE-060526-47,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSSSCG00000028109,RO:HOM0000020,ENSEMBL:ENSFCAG00000043662,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSCAFG00000024719,RO:HOM0000020,ENSEMBL:ENSECAG00000006820,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:1891369,RO:HOM0000017,FlyBase:FBgn0260450,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
FlyBase:FBgn0260450,RO:HOM0000017,WormBase:WBGene00000542,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ClinVarVariant:856953,GENO:0000840,MONDO:0010679,"https://www.ncbi.nlm.nih.gov/pubmed/21815800,29304097",This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
FlyBase:FBgn0260450,RO:0002200,FBcv:0000349,"http://flybase.org/reports/FBrf0214518|https://www.ncbi.nlm.nih.gov/pubmed/20371351,20220848,21074052",This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
RGD:2320873,RO:HOM0000020,ENSEMBL:ENSSSCG00000006344,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSPTRG00000011609,RO:HOM0000020,ZFIN:ZDB-GENE-060526-196,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
FlyBase:FBgn0038129,RO:HOM0000020,MGI:1919488,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
RGD:620106,RO:HOM0000020,ENSEMBL:ENSMMUG00000042262,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
PomBase:SPCC1620.11,RO:HOM0000020,ZFIN:ZDB-GENE-990415-46,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:10541,RO:0002200,HP:0000505,http://purl.obolibrary.org/obo/MONDO_0060596,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSACAG00000009289,RO:HOM0000020,ENSEMBL:ENSSSCG00000005994,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSBTAG00000023529,RO:HOM0000020,Xenbase:XB-GENE-5821388,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:6717,RO:0002200,HP:0001290,http://purl.obolibrary.org/obo/MONDO_0013170|http://purl.obolibrary.org/obo/MONDO_0010679,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
FlyBase:FBgn0025866,RO:HOM0000017,ENSEMBL:ENSPTRG00000043346,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:88293,RO:0002200,MP:0008948,https://www.ncbi.nlm.nih.gov/pubmed/22678062,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSCAFG00000004409,RO:HOM0000020,MGI:1919455,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
RGD:1311276,RO:HOM0000020,HGNC:13741,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSBTAG00000001975,RO:HOM0000020,ENSEMBL:ENSMODG00000011719,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSSSCG00000002967,RO:HOM0000020,ENSEMBL:ENSACAG00000011727,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:11168,RO:HOM0000020,ENSEMBL:ENSOANG00000037104,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSECAG00000018955,RO:HOM0000020,RGD:621750,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSMODG00000020370,RO:HOM0000020,MGI:2443727,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSFCAG00000004653,RO:HOM0000020,ENSEMBL:ENSECAG00000008017,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
FlyBase:FBgn0027537,RO:HOM0000017,MGI:1919055,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
HGNC:11167,RO:HOM0000020,ENSEMBL:ENSFCAG00000026500,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-990415-46,RO:HOM0000020,ENSEMBL:ENSACAG00000007566,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSECAG00000018131,RO:HOM0000020,ENSEMBL:ENSCAFG00000002835,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-050417-341,RO:HOM0000020,MGI:88264,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSPTRG00000013808,RO:HOM0000020,MGI:1933820,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSMMUG00000021579,RO:HOM0000020,ENSEMBL:ENSSSCG00000012492,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSMODG00000016335,RO:HOM0000020,ENSEMBL:ENSECAG00000019772,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
Xenbase:XB-GENE-950442,RO:HOM0000020,MGI:97805,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:583589,GENO:0000840,MONDO:0010679,"https://www.ncbi.nlm.nih.gov/pubmed/20036901,22776072",This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
RGD:69354,RO:HOM0000020,ENSEMBL:ENSFCAG00000012470,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:1918346,RO:HOM0000020,ENSEMBL:ENSMMUG00000002811,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:88293,RO:HOM0000017,PomBase:SPAC6F6.01,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
FlyBase:FBgn0260003,RO:HOM0000020,RGD:2507,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSBTAG00000008946,RO:HOM0000020,ENSEMBL:ENSMMUG00000003473,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:99677,RO:0002434,MGI:1341110,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:1354730,RO:HOM0000020,ENSEMBL:ENSCAFG00000016763,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
RGD:621535,RO:HOM0000017,PomBase:SPAC6F6.01,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
Xenbase:XB-GENE-5821388,RO:HOM0000020,ENSEMBL:ENSMMUG00000018739,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSGALG00000013207,RO:HOM0000020,WormBase:WBGene00000832,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
RGD:1307068,RO:HOM0000020,Xenbase:XB-GENE-962569,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
FlyBase:FBgn0085390,RO:HOM0000017,ZFIN:ZDB-GENE-070126-1,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:88294,RO:0002200,HP:0003687,https://www.ncbi.nlm.nih.gov/pubmed/23187123,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSECAG00000009238,RO:HOM0000020,ZFIN:ZDB-GENE-040718-60,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:1277151,RO:0002200,HP:0011096,https://www.ncbi.nlm.nih.gov/pubmed/21966373,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
Xenbase:XB-GENE-950442,RO:HOM0000020,ENSEMBL:ENSCAFG00000011531,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSACAG00000011527,RO:HOM0000020,ENSEMBL:ENSCAFG00000004409,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:16663,RO:HOM0000017,WormBase:WBGene00000542,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSRNOG00000051594,RO:HOM0000017,ENSEMBL:ENSPTRG00000030902,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
WormBase:WBGene00003566,RO:0002200,WBPhenotype:0000688,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSBTAG00000001975,RO:HOM0000020,ENSEMBL:ENSSSCG00000012492,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSCAFG00000016763,RO:HOM0000020,ENSEMBL:ENSGALG00000009368,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:665637,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
ENSEMBL:ENSACAG00000011077,RO:HOM0000017,WormBase:WBGene00001187,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ZFIN:ZDB-GENE-120919-5,RO:HOM0000017,WormBase:WBGene00006062,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:1857113,RO:0002200,HP:0003687,https://www.ncbi.nlm.nih.gov/pubmed/17668421,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ClinVarVariant:11239,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
MGI:88293,RO:0002200,MP:0002857,"https://www.ncbi.nlm.nih.gov/pubmed/16828974,10929716,12684182,15357422",This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ZFIN:ZDB-GENE-990415-46,RO:0002200,ZP:0001133,https://www.ncbi.nlm.nih.gov/pubmed/8985183,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
SGD:S000003580,RO:0002200,MONARCH:APO_0000312APO_0000003,https://www.ncbi.nlm.nih.gov/pubmed/21814286,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ZFIN:ZDB-GENE-140106-77,RO:HOM0000020,ENSEMBL:ENSGALG00000015248,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:832679,GENO:0000840,MONDO:0010679,"https://www.ncbi.nlm.nih.gov/pubmed/25076844,12111668",This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
ENSEMBL:ENSECAG00000022942,RO:HOM0000017,FlyBase:FBgn0025866,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ClinVarVariant:833018,GENO:0000841,MONDO:0010679,"https://www.ncbi.nlm.nih.gov/pubmed/16834926,21969337,11388892,22102647",This edge comes from the Monarch Knowledge Graph 2019.,NA,likely_pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000841
ZFIN:ZDB-GENE-030131-31,RO:HOM0000020,ENSEMBL:ENSFCAG00000014028,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSMODG00000003148,RO:HOM0000020,ENSEMBL:ENSECAG00000003760,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
FlyBase:FBgn0003429,RO:HOM0000020,ZFIN:ZDB-GENE-070202-9,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:94684,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
FlyBase:FBgn0012051,RO:HOM0000017,ENSEMBL:ENSMODG00000015513,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ZFIN:ZDB-GENE-030131-31,RO:HOM0000020,ENSEMBL:ENSSSCG00000033093,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
RGD:1302946,RO:HOM0000020,ENSEMBL:ENSGALG00000010186,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
Xenbase:XB-GENE-876948,RO:HOM0000020,RGD:70973,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:3798621,RO:0002200,MP:0014143,https://www.ncbi.nlm.nih.gov/pubmed/21893021,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
